state,county_name,countyfp,total_reg_count,active_reg_count,inactive_reg_count,active_percentage,inactive_percentage,active_reg_percentage,inactive_reg_percentage
IN,HANCOCK,59,62493,55949,6544,0.8953,0.1047,0.8952842718384459,0.1047157281615541
IN,HARRISON,61,28220,25810,2410,0.9146,0.0854,0.9145995747696669,0.085400425
IN,HENDRICKS,63,123354,110175,13179,0.8932,0.1068,0.8931611459701347,0.10683885402986526
IN,HENRY,65,30382,27440,2942,0.9032,0.0968,0.9031663484958199,0.096833652
IN,HOWARD,67,56976,50189,6787,0.8809,0.1191,0.8808796686324066,0.11912033136759337
IN,HUNTINGTON,69,23808,21912,1896,0.9204,0.0796,0.9203629032258065,0.079637097
IN,JACKSON,71,26635,23803,2832,0.8937,0.1063,0.8936737375633564,0.10632626243664352
IN,JASPER,73,22335,20556,1779,0.9203,0.0797,0.9203492276695769,0.079650772
IN,JAY,75,11331,10410,921,0.9187,0.0813,0.9187185597034684,0.08128144
IN,JEFFERSON,77,20624,18600,2024,0.9019,0.0981,0.9018619084561675,0.098138092
IN,JENNINGS,79,17298,15501,1797,0.8961,0.1039,0.8961151578217135,0.1038848421782865
IN,JOHNSON,81,113466,97354,16112,0.858,0.142,0.8580015158725962,0.1419984841274038
IN,KNOX,83,21550,19213,2337,0.8916,0.1084,0.8915545243619489,0.10844547563805104
IN,KOSCIUSKO,85,50685,45371,5314,0.8952,0.1048,0.8951563578968137,0.10484364210318635
IN,LA PORTE,91,73359,65492,7867,0.8928,0.1072,0.8927602611813138,0.10723973881868619
IN,LAGRANGE,87,15613,14368,1245,0.9203,0.0797,0.9202587587267022,0.079741241
IN,LAKE,89,340918,308701,32217,0.9055,0.0945,0.9054992696190873,0.09450073
IN,LAWRENCE,93,31889,27699,4190,0.8686,0.1314,0.8686067295932767,0.13139327040672333
IN,MADISON,95,86704,76729,9975,0.885,0.115,0.8849534046872116,0.11504659531278834
IN,MARION,97,589268,494374,94894,0.839,0.161,0.8389629167034355,0.16103708329656455
IN,MARSHALL,99,28521,25710,2811,0.9014,0.0986,0.9014410434416745,0.098558957
IN,MARTIN,101,7169,6175,994,0.8613,0.1387,0.8613474682661459,0.13865253173385408
IN,MIAMI,103,20627,18479,2148,0.8959,0.1041,0.895864643,0.10413535657148398
IN,MONROE,105,82598,72019,10579,0.8719,0.1281,0.8719218383011695,0.1280781616988305
IN,MONTGOMERY,107,23752,21088,2664,0.8878,0.1122,0.8878410239137757,0.11215897608622431
IN,MORGAN,109,51699,45600,6099,0.882,0.118,0.8820286659316428,0.11797133406835722
IN,NEWTON,111,9556,8824,732,0.9234,0.0766,0.9233989116785266,0.076601088
IN,NOBLE,113,29592,26290,3302,0.8884,0.1116,0.8884157880508246,0.11158421194917545
IN,OHIO,115,4634,3925,709,0.847,0.153,0.8470004315925767,0.1529995684074234
IN,ORANGE,117,12720,11351,1369,0.8924,0.1076,0.892374214,0.10762578616352202
IN,OWEN,119,14885,13232,1653,0.8889,0.1111,0.8889486059791737,0.11105139402082634
IN,PARKE,121,9173,8006,1167,0.8728,0.1272,0.8727788073694538,0.12722119263054618
IN,PERRY,123,12540,10965,1575,0.8744,0.1256,0.8744019138755981,0.1255980861244019
IN,PIKE,125,8718,7785,933,0.893,0.107,0.8929800412938748,0.10701995870612525
IN,PORTER,127,125658,112280,13378,0.8935,0.1065,0.8935364242626812,0.10646357573731875
IN,POSEY,129,17625,16322,1303,0.9261,0.0739,0.9260709219858156,0.073929078
IN,PULASKI,131,8615,7495,1120,0.87,0.13,0.8699941961694718,0.13000580383052815
IN,PUTNAM,133,24322,21508,2814,0.8843,0.1157,0.8843022777732095,0.11569772222679056
IN,RANDOLPH,135,15625,13863,1762,0.8872,0.1128,0.887232,0.112768
IN,RIPLEY,137,20666,18286,2380,0.8848,0.1152,0.8848349946772477,0.11516500532275235
IN,RUSH,139,11100,9858,1242,0.8881,0.1119,0.8881081081081081,0.11189189189189189
IN,SCOTT,143,16300,14277,2023,0.8759,0.1241,0.8758895705521472,0.12411042944785276
IN,SHELBY,145,29930,25946,3984,0.8669,0.1331,0.8668894086201135,0.1331105913798864
IN,SPENCER,147,14598,13192,1406,0.9037,0.0963,0.9036854363611454,0.096314564
IN,ST JOSEPH,141,180294,154501,25793,0.8569,0.1431,0.8569392214937824,0.14306077850621762
IN,STARKE,149,16741,14466,2275,0.8641,0.1359,0.8641060868526372,0.13589391314736277
IN,STEUBEN,151,23415,20884,2531,0.8919,0.1081,0.8919068972880632,0.1080931027119368
IN,SULLIVAN,153,13406,11488,1918,0.8569,0.1431,0.8569297329553931,0.1430702670446069
IN,SWITZERLAND,155,6814,5813,1001,0.8531,0.1469,0.8530965658937482,0.14690343410625184
IN,TIPPECANOE,157,105630,91524,14106,0.8665,0.1335,0.8664583925021301,0.13354160749786992
IN,TIPTON,159,11340,10045,1295,0.8858,0.1142,0.8858024691358025,0.11419753086419752
IN,UNION,161,4704,4304,400,0.915,0.085,0.9149659863945578,0.085034014
IN,VANDERBURGH,163,120904,100639,20265,0.8324,0.1676,0.8323876794812413,0.16761232051875868
IN,VERMILLION,165,10357,9398,959,0.9074,0.0926,0.9074056193878536,0.092594381
IN,VIGO,167,65435,56184,9251,0.8586,0.1414,0.8586230610529533,0.1413769389470467
IN,WABASH,169,19966,17996,1970,0.9013,0.0987,0.9013322648502454,0.098667735
IN,WARREN,171,5989,5554,435,0.9274,0.0726,0.9273668392052096,0.072633161
IN,WARRICK,173,45912,41357,4555,0.9008,0.0992,0.9007884648893535,0.099211535
IN,WASHINGTON,175,18403,16577,1826,0.9008,0.0992,0.9007770472205618,0.099222953
IN,WAYNE,177,40661,35375,5286,0.87,0.13,0.8699982784486363,0.13000172155136372
IN,WELLS,179,18843,17375,1468,0.9221,0.0779,0.9220930849652391,0.077906915
IN,WHITE,181,16101,14552,1549,0.9038,0.0962,0.9037947953543258,0.096205205
IN,WHITLEY,183,23629,21813,1816,0.9231,0.0769,0.9231452875703584,0.076854712
KS,ALLEN,1,8355,7766,589,0.9295,0.0705,0.9295032914422502,0.070496709
KS,ANDERSON,3,5429,5094,335,0.9383,0.0617,0.938294345,0.061705655
KS,ATCHISON,5,10857,10138,719,0.9338,0.0662,0.9337754444137423,0.066224556
KS,BARBER,7,2796,2747,49,0.9825,0.0175,0.9824749642346209,0.017525035765379112
KS,BARTON,9,15846,15160,686,0.9567,0.0433,0.9567083175564811,0.043291682
KS,BOURBON,11,11407,10381,1026,0.9101,0.0899,0.9100552292452003,0.089944771
KS,BROWN,13,6253,5915,338,0.9459,0.0541,0.9459459459459459,0.054054054
KS,BUTLER,15,45332,42094,3238,0.9286,0.0714,0.9285714285714286,0.071428571
KS,CHASE,17,1791,1746,45,0.9749,0.0251,0.9748743718592965,0.025125628
KS,CHAUTAUQUA,19,2164,2088,76,0.9649,0.0351,0.9648798521256932,0.035120148
KS,CHEROKEE,21,13720,12983,737,0.9463,0.0537,0.9462827988338193,0.053717201166180756
KS,CHEYENNE,23,1844,1781,63,0.9658,0.0342,0.9658351409978309,0.034164859002169194
KS,CLARK,25,1376,1354,22,0.984,0.016,0.9840116279069767,0.015988372093023256
KS,CLAY,27,5618,5293,325,0.9422,0.0578,0.9421502313990744,0.057849769
KS,CLOUD,29,5591,5308,283,0.9494,0.0506,0.9493829368628153,0.050617063
KS,COFFEY,31,6000,5763,237,0.9605,0.0395,0.9605,0.0395
KS,COMANCHE,33,1070,1047,23,0.9785,0.0215,0.9785046728971962,0.021495327
KS,COWLEY,35,19743,18834,909,0.954,0.046,0.9539583649901231,0.046041635009876916
KS,CRAWFORD,37,24594,23279,1315,0.9465,0.0535,0.9465316743921282,0.053468326
KS,DECATUR,39,1889,1812,77,0.9592,0.0408,0.9592376919004765,0.040762308
KS,DICKINSON,41,13011,12431,580,0.9554,0.0446,0.9554223349473523,0.044577665
KS,DONIPHAN,43,4855,4719,136,0.972,0.028,0.9719876416065911,0.028012358393408855
KS,DOUGLAS,45,76453,70335,6118,0.92,0.08,0.9199769793206284,0.080023021
KS,EDWARDS,47,1772,1717,55,0.969,0.031,0.968961625,0.031038374717832957
KS,ELK,49,1786,1670,116,0.9351,0.0649,0.935050392,0.064949608
KS,ELLIS,51,19002,17599,1403,0.9262,0.0738,0.9261656667719187,0.073834333
KS,ELLSWORTH,53,3736,3577,159,0.9574,0.0426,0.957441113,0.042558886509635976
KS,FINNEY,55,19071,17532,1539,0.9193,0.0807,0.9193015573383672,0.080698443
KS,FORD,57,15711,15161,550,0.965,0.035,0.9649926802876965,0.03500732
KS,FRANKLIN,59,18303,17001,1302,0.9289,0.0711,0.9288641206359614,0.071135879
KS,GEARY,61,16428,14469,1959,0.8808,0.1192,0.8807523739956172,0.11924762600438277
KS,GOVE,63,1822,1749,73,0.9599,0.0401,0.959934138,0.040065862
KS,GRAHAM,65,1720,1597,123,0.9285,0.0715,0.9284883720930233,0.071511628
KS,GRANT,67,3568,3405,163,0.9543,0.0457,0.9543161434977578,0.045683857
KS,GRAY,69,3092,3035,57,0.9816,0.0184,0.9815653298835705,0.018434670116429495
KS,GREELEY,71,798,764,34,0.9574,0.0426,0.9573934837092731,0.042606516290726815
KS,GREENWOOD,73,4177,3869,308,0.9263,0.0737,0.9262628680871439,0.073737132
KS,HAMILTON,75,1181,1171,10,0.9915,0.0085,0.9915325994919559,0.008467401
KS,HARPER,77,3505,3242,263,0.925,0.075,0.9249643366619116,0.075035663
KS,HARVEY,79,22050,20888,1162,0.9473,0.0527,0.9473015873015873,0.052698412698412696
KS,HASKELL,81,2009,1930,79,0.9607,0.0393,0.9606769537083126,0.039323046291687404
KS,HODGEMAN,83,1225,1163,62,0.9494,0.0506,0.9493877551020408,0.050612245
KS,JACKSON,85,9029,8694,335,0.9629,0.0371,0.962897331,0.037102669
KS,JEFFERSON,87,13345,12876,469,0.9649,0.0351,0.9648557512176845,0.035144249
KS,JEWELL,89,2017,1942,75,0.9628,0.0372,0.962816063,0.037183937
KS,JOHNSON,91,439678,419915,19763,0.9551,0.0449,0.9550511965574807,0.044948803
KS,KEARNY,93,2018,1967,51,0.9747,0.0253,0.9747274529236868,0.025272547
KS,KINGMAN,95,5264,5005,259,0.9508,0.0492,0.9507978723404256,0.049202128
KS,KIOWA,97,1433,1364,69,0.9518,0.0482,0.9518492672714585,0.048150733
KS,LABETTE,99,12586,11652,934,0.9258,0.0742,0.9257905609407278,0.074209439
KS,LANE,101,1095,1068,27,0.9753,0.0247,0.9753424657534246,0.024657534246575342
KS,LEAVENWORTH,103,52087,47547,4540,0.9128,0.0872,0.9128381361952118,0.087161864
KS,LINCOLN,105,2010,1909,101,0.9498,0.0502,0.9497512437810945,0.050248756218905476
KS,LINN,107,7040,6550,490,0.9304,0.0696,0.9303977272727273,0.069602273
KS,LOGAN,109,1854,1741,113,0.9391,0.0609,0.9390507011866235,0.060949299
KS,LYON,111,19515,18645,870,0.9554,0.0446,0.9554189085318986,0.044581091468101464
KS,MARION,115,7782,7451,331,0.9575,0.0425,0.9574659470573117,0.042534053
KS,MARSHALL,117,6587,6198,389,0.9409,0.0591,0.940944284,0.059055716
KS,MCPHERSON,113,18603,17706,897,0.9518,0.0482,0.9517819706498952,0.048218029
KS,MEADE,119,2900,2700,200,0.931,0.069,0.9310344827586207,0.068965517
KS,MIAMI,121,24902,23982,920,0.9631,0.0369,0.963055176,0.036944824
KS,MITCHELL,123,4115,3969,146,0.9645,0.0355,0.9645200486026732,0.035479951397326855
KS,MONTGOMERY,125,19235,17520,1715,0.9108,0.0892,0.9108396152846374,0.089160385
KS,MORRIS,127,3857,3699,158,0.959,0.041,0.9590355198340679,0.04096448
KS,MORTON,129,1702,1672,30,0.9824,0.0176,0.982373678,0.017626322
KS,NEMAHA,131,7167,6959,208,0.971,0.029,0.9709780940421375,0.029021905957862425
KS,NEOSHO,133,10405,9298,1107,0.8936,0.1064,0.8936088419029313,0.10639115809706871
KS,NESS,135,1831,1692,139,0.9241,0.0759,0.9240851993446204,0.075914801
KS,NORTON,137,3132,2826,306,0.9023,0.0977,0.9022988505747126,0.097701149
KS,OSAGE,139,11462,10418,1044,0.9089,0.0911,0.9089164194730414,0.091083581
KS,OSBORNE,141,2424,2259,165,0.9319,0.0681,0.931930693,0.068069307
KS,OTTAWA,143,3744,3615,129,0.9655,0.0345,0.9655448717948718,0.034455128
KS,PAWNEE,145,3587,3356,231,0.9356,0.0644,0.9356007805965988,0.064399219
KS,PHILLIPS,147,3662,3421,241,0.9342,0.0658,0.934188968,0.065811032
KS,POTTAWATOMIE,149,17419,16451,968,0.9444,0.0556,0.9444284976175441,0.055571502
KS,PRATT,151,5454,5199,255,0.9532,0.0468,0.9532453245324533,0.046754675467546754
KS,RAWLINS,153,1807,1742,65,0.964,0.036,0.9640287769784173,0.035971223
KS,RENO,155,40578,38086,2492,0.9386,0.0614,0.9385874118980728,0.061412588
KS,REPUBLIC,157,3340,3195,145,0.9566,0.0434,0.9565868263473054,0.043413174
KS,RICE,159,6011,5188,823,0.8631,0.1369,0.8630843453668274,0.1369156546331725
KS,RILEY,161,36004,34720,1284,0.9643,0.0357,0.964337296,0.035662704
KS,ROOKS,163,3463,3293,170,0.9509,0.0491,0.9509096159399365,0.049090384
KS,RUSH,165,2122,2048,74,0.9651,0.0349,0.9651272384542884,0.034872761545711596
KS,RUSSELL,167,4434,4224,210,0.9526,0.0474,0.952638701,0.047361299
KS,SALINE,169,35098,31710,3388,0.9035,0.0965,0.9034702832070204,0.096529717
KS,SCOTT,171,3174,3016,158,0.9502,0.0498,0.9502205419029616,0.049779458
KS,SEDGWICK,173,326050,311077,14973,0.9541,0.0459,0.9540775954608189,0.045922405
KS,SEWARD,175,10264,9970,294,0.9714,0.0286,0.9713561964146532,0.028643803585346843
KS,SHAWNEE,177,112370,108183,4187,0.9627,0.0373,0.962739165,0.037260835
KS,SHERIDAN,179,1777,1738,39,0.9781,0.0219,0.9780528981429375,0.021947101857062466
KS,SHERMAN,181,3511,3368,143,0.9593,0.0407,0.9592708630019937,0.040729137
KS,SMITH,183,2667,2507,160,0.94,0.06,0.9400074990626172,0.059992501
KS,STAFFORD,185,2584,2456,128,0.9505,0.0495,0.9504643962848297,0.049535604
KS,STANTON,187,983,957,26,0.9736,0.0264,0.9735503560528993,0.026449643947100712
KS,STEVENS,189,2795,2508,287,0.8973,0.1027,0.8973166368515205,0.10268336314847942
KS,SUMNER,191,15685,13784,1901,0.8788,0.1212,0.8788014026139623,0.12119859738603761
KS,THOMAS,193,4939,4694,245,0.9504,0.0496,0.9503948167645272,0.049605183
KS,TREGO,195,2008,1920,88,0.9562,0.0438,0.9561752988047809,0.043824701195219126
KS,WABAUNSEE,197,5041,4874,167,0.9669,0.0331,0.9668716524499107,0.033128348
KS,WALLACE,199,1005,955,50,0.9502,0.0498,0.9502487562189055,0.049751244
KS,WASHINGTON,201,3468,3335,133,0.9616,0.0384,0.9616493656286044,0.038350634
KS,WICHITA,203,1168,1138,30,0.9743,0.0257,0.9743150684931506,0.025684931506849314
KS,WILSON,205,4976,4815,161,0.9676,0.0324,0.967644695,0.032355305466237945
KS,WOODSON,207,2079,1871,208,0.9,0.1,0.8999519,0.10004810004810005
KS,WYANDOTTE,209,87687,82843,4844,0.9448,0.0552,0.9447580599176617,0.05524194
KY,ADAIR,1,13068,12410,658,0.9496,0.0504,0.9496479951025406,0.050352004897459446
KY,ALLEN,3,14193,13283,910,0.9359,0.0641,0.9358838864228846,0.064116114
KY,ANDERSON,5,17674,16873,801,0.9547,0.0453,0.95467919,0.045320810229715965
KY,BALLARD,7,5633,5369,264,0.9531,0.0469,0.9531333214983135,0.046866679
KY,BARREN,9,30016,28229,1787,0.9405,0.0595,0.9404650852878464,0.059534915
KY,BATH,11,8915,8409,506,0.9432,0.0568,0.943241727,0.056758273
KY,BELL,13,17384,16291,1093,0.9371,0.0629,0.9371260929590428,0.062873907
KY,BOONE,15,95541,90691,4850,0.9492,0.0508,0.9492364534597711,0.050763547
KY,BOURBON,17,13879,13151,728,0.9475,0.0525,0.9475466532170905,0.052453347
KY,BOYD,19,32796,31100,1696,0.9483,0.0517,0.9482863763873643,0.051713623612635685
KY,BOYLE,21,20763,19591,1172,0.9436,0.0564,0.9435534364012907,0.056446564
KY,BRACKEN,23,6096,5836,260,0.9573,0.0427,0.9573490813648294,0.042650919
KY,BREATHITT,25,9365,8758,607,0.9352,0.0648,0.9351841964762413,0.064815804
KY,BRECKINRIDGE,27,14599,13750,849,0.9418,0.0582,0.941845332,0.058154668127953967
KY,BULLITT,29,60537,57528,3009,0.9503,0.0497,0.9502948609941028,0.049705139
KY,BUTLER,31,8625,8143,482,0.9441,0.0559,0.9441159420289855,0.055884058
KY,CALDWELL,33,8999,8561,438,0.9513,0.0487,0.9513279253250361,0.048672074674963886
KY,CALLOWAY,35,25143,23513,1630,0.9352,0.0648,0.9351708228930518,0.064829177
KY,CAMPBELL,37,66577,63285,3292,0.9506,0.0494,0.9505534944500353,0.049446506
KY,CARLISLE,39,3557,3394,163,0.9542,0.0458,0.9541748664605004,0.045825134
KY,CARROLL,41,6983,6538,445,0.9363,0.0637,0.936273808,0.063726192
KY,CARTER,43,17926,17102,824,0.954,0.046,0.9540332477964967,0.045966752
KY,CASEY,45,10472,9957,515,0.9508,0.0492,0.9508212375859435,0.049178762
KY,CHRISTIAN,47,39456,36437,3019,0.9235,0.0765,0.9234843876723439,0.076515612
KY,CLARK,49,27309,25722,1587,0.9419,0.0581,0.9418872899044272,0.05811271
KY,CLAY,51,13187,12523,664,0.9496,0.0504,0.94964738,0.05035262
KY,CLINTON,53,6919,6522,397,0.9426,0.0574,0.9426217661511779,0.057378234
KY,CRITTENDEN,55,5788,5485,303,0.9477,0.0523,0.9476503109882516,0.052349689
KY,CUMBERLAND,57,4834,4564,270,0.9441,0.0559,0.9441456350848159,0.055854365
KY,DAVIESS,59,70467,66921,3546,0.9497,0.0503,0.949678573,0.050321427
KY,EDMONSON,61,9315,8813,502,0.9461,0.0539,0.9461084272678476,0.053891573
KY,ELLIOTT,63,4609,4424,185,0.9599,0.0401,0.9598611412453895,0.040138859
KY,ESTILL,65,10060,9528,532,0.9471,0.0529,0.947117296,0.052882704
KY,FAYETTE,67,205555,191649,13906,0.9323,0.0677,0.9323490063486658,0.067650994
KY,FLEMING,69,10429,9886,543,0.9479,0.0521,0.947933647,0.052066353437529966
KY,FLOYD,71,25851,24414,1437,0.9444,0.0556,0.944412208,0.055587792
KY,FRANKLIN,73,36802,34467,2335,0.9366,0.0634,0.9365523612847128,0.063447639
KY,FULTON,75,4080,3703,377,0.9076,0.0924,0.9075980392156863,0.092401961
KY,GALLATIN,77,5845,5547,298,0.949,0.051,0.949016253,0.050983746792130025
KY,GARRARD,79,12806,12077,729,0.9431,0.0569,0.9430735592690926,0.056926440730907385
KY,GRANT,81,16840,15950,890,0.9471,0.0529,0.9471496437054632,0.052850356
KY,GRAVES,83,24278,23261,1017,0.9581,0.0419,0.9581102232473845,0.041889776752615536
KY,GRAYSON,85,18127,17281,846,0.9533,0.0467,0.9533292878027252,0.046670712
KY,GREEN,87,8106,7699,407,0.9498,0.0502,0.9497902788058229,0.050209721
KY,GREENUP,89,26215,24975,1240,0.9527,0.0473,0.9526988365439634,0.047301163
KY,HANCOCK,91,6294,6009,285,0.9547,0.0453,0.9547187797902764,0.04528122
KY,HARDIN,93,74387,69389,4998,0.9328,0.0672,0.932810841,0.067189159
KY,HARLAN,95,17527,16288,1239,0.9293,0.0707,0.9293090660124379,0.070690934
KY,HARRISON,97,13530,12830,700,0.9483,0.0517,0.9482631189948263,0.051736881005173686
KY,HART,99,12953,12348,605,0.9533,0.0467,0.9532926735119277,0.046707326488072264
KY,HENDERSON,101,29955,28262,1693,0.9435,0.0565,0.94348189,0.05651811
KY,HENRY,103,11697,11197,500,0.9573,0.0427,0.9572539967513037,0.042746003
KY,HICKMAN,105,3026,2884,142,0.9531,0.0469,0.9530733641771315,0.046926635822868476
KY,HOPKINS,107,30713,28941,1772,0.9423,0.0577,0.9423045615862989,0.057695438
KY,JACKSON,109,9628,9159,469,0.9513,0.0487,0.9512879102617366,0.04871209
KY,JEFFERSON,111,533674,501559,32115,0.9398,0.0602,0.9398228131780825,0.060177187
KY,JESSAMINE,113,37907,35567,2340,0.9383,0.0617,0.9382699765214868,0.061730023
KY,JOHNSON,115,16127,15199,928,0.9425,0.0575,0.9424567495504433,0.057543250449556646
KY,KENTON,117,128525,118060,10465,0.9186,0.0814,0.9185761524995137,0.081423848
KY,KNOTT,119,9955,9389,566,0.9431,0.0569,0.9431441486690105,0.056855851
KY,KNOX,121,22186,20641,1545,0.9304,0.0696,0.9303614892274408,0.069638511
KY,LARUE,123,10776,10258,518,0.9519,0.0481,0.9519302152932443,0.048069784706755755
KY,LAUREL,125,45026,42860,2166,0.9519,0.0481,0.9518944609781015,0.048105539
KY,LAWRENCE,127,10935,10302,633,0.9421,0.0579,0.9421124828532236,0.057887517
KY,LEE,129,4583,4325,258,0.9437,0.0563,0.9437049967270347,0.056295003272965306
KY,LESLIE,131,7038,6741,297,0.9578,0.0422,0.9578005115089514,0.042199488
KY,LETCHER,133,14221,13369,852,0.9401,0.0599,0.9400886013641797,0.059911399
KY,LEWIS,135,9299,8844,455,0.9511,0.0489,0.9510700075276911,0.048929992
KY,LINCOLN,137,17559,16808,751,0.9572,0.0428,0.9572299105871632,0.042770089
KY,LIVINGSTON,139,6774,6465,309,0.9544,0.0456,0.954384411,0.045615589
KY,LOGAN,141,18059,17150,909,0.9497,0.0503,0.9496649869870979,0.050335013012902156
KY,LYON,143,5794,5519,275,0.9525,0.0475,0.9525371073524336,0.047462893
KY,MADISON,151,66754,62245,4509,0.9325,0.0675,0.9324534859334273,0.067546514
KY,MAGOFFIN,153,8979,8563,416,0.9537,0.0463,0.9536696736830382,0.046330326
KY,MARION,155,13093,12492,601,0.9541,0.0459,0.9540976094096082,0.045902391
KY,MARSHALL,157,23431,22273,1158,0.9506,0.0494,0.9505782937134565,0.049421706286543465
KY,MARTIN,159,6737,6320,417,0.9381,0.0619,0.9381030132106278,0.061896986789372124
KY,MASON,161,11802,11189,613,0.9481,0.0519,0.948059651,0.051940349
KY,MCCRACKEN,145,51084,46304,4780,0.9064,0.0936,0.9064286273588599,0.093571373
KY,MCCREARY,147,10090,9495,595,0.941,0.059,0.9410307234886026,0.058969276511397425
KY,MCLEAN,149,6451,6157,294,0.9544,0.0456,0.9544256704386916,0.04557433
KY,MEADE,163,20444,19101,1343,0.9343,0.0657,0.9343083545294463,0.065691645
KY,MENIFEE,165,4958,4706,252,0.9492,0.0508,0.9491730536506656,0.050826946349334406
KY,MERCER,167,17352,16455,897,0.9483,0.0517,0.9483056708160442,0.051694329
KY,METCALFE,169,7511,7139,372,0.9505,0.0495,0.9504726401278125,0.04952736
KY,MONROE,171,7615,7317,298,0.9609,0.0391,0.9608667104399212,0.03913329
KY,MONTGOMERY,173,19365,18235,1130,0.9416,0.0584,0.9416473018332042,0.058352698166795766
KY,MORGAN,175,8376,7958,418,0.9501,0.0499,0.9500955109837631,0.049904489
KY,MUHLENBERG,177,20547,19461,1086,0.9471,0.0529,0.9471455686961601,0.052854431303839974
KY,NELSON,179,33999,32463,1536,0.9548,0.0452,0.9548222006529604,0.045177799
KY,NICHOLAS,181,5175,4929,246,0.9525,0.0475,0.952463768,0.047536232
KY,OHIO,183,16240,15529,711,0.9562,0.0438,0.9562192118226601,0.043780788
KY,OLDHAM,185,49327,47542,1785,0.9638,0.0362,0.9638129219291666,0.036187078
KY,OWEN,187,7959,7593,366,0.954,0.046,0.9540143234074633,0.045985677
KY,OWSLEY,189,3185,3059,126,0.9604,0.0396,0.9604395604395605,0.03956044
KY,PENDLETON,191,10266,9890,376,0.9634,0.0366,0.9633742450808495,0.036625755
KY,PERRY,193,17929,16981,948,0.9471,0.0529,0.9471247699258185,0.052875230074181497
KY,PIKE,195,40307,38208,2099,0.9479,0.0521,0.9479246780956161,0.052075322
KY,POWELL,197,8984,8467,517,0.9425,0.0575,0.9424532502226179,0.057546749777382014
KY,PULASKI,199,47919,45704,2215,0.9538,0.0462,0.953776164,0.046223836
KY,ROBERTSON,201,1659,1613,46,0.9723,0.0277,0.9722724532851115,0.027727546714888487
KY,ROCKCASTLE,203,11829,11282,547,0.9538,0.0462,0.9537577140924846,0.046242285907515425
KY,ROWAN,205,16384,15642,742,0.9547,0.0453,0.954711914,0.045288086
KY,RUSSELL,207,13080,12300,780,0.9404,0.0596,0.9403669724770642,0.059633028
KY,SCOTT,209,41544,39103,2441,0.9412,0.0588,0.9412430194492586,0.058756981
KY,SHELBY,211,34913,32743,2170,0.9378,0.0622,0.9378455016755937,0.062154498
KY,SIMPSON,213,13193,12438,755,0.9428,0.0572,0.942772682,0.057227318
KY,SPENCER,215,15587,14993,594,0.9619,0.0381,0.9618913196894848,0.038108680310515175
KY,TAYLOR,217,17687,16692,995,0.9437,0.0563,0.9437439927630463,0.056256007236953696
KY,TODD,219,7617,7184,433,0.9432,0.0568,0.9431534724957332,0.056846527504266775
KY,TRIGG,221,10275,9810,465,0.9547,0.0453,0.9547445255474453,0.045255474
KY,TRIMBLE,223,6267,5943,324,0.9483,0.0517,0.948300622,0.051699378
KY,UNION,225,9086,8700,386,0.9575,0.0425,0.9575170592119745,0.042482941
KY,WARREN,227,84330,78528,5802,0.9312,0.0688,0.9311988616150836,0.068801138
KY,WASHINGTON,229,9076,8663,413,0.9545,0.0455,0.9544953724107537,0.045504627589246366
KY,WAYNE,231,13563,12840,723,0.9467,0.0533,0.9466932094669321,0.053306791
KY,WEBSTER,233,8307,7921,386,0.9535,0.0465,0.9535331648007704,0.046466835
KY,WHITLEY,235,24820,23312,1508,0.9392,0.0608,0.9392425463336019,0.060757453666398065
KY,WOLFE,237,5078,4813,265,0.9478,0.0522,0.9478141000393856,0.052185899960614415
KY,WOODFORD,239,20226,19342,884,0.9563,0.0437,0.9562938791654306,0.043706120834569366
LA,ACADIA PARISH,1,38791,35659,3132,0.9193,0.0807,0.919259622,0.080740378
LA,ALLEN PARISH,3,12603,11367,1236,0.9019,0.0981,0.9019281123542013,0.098071888
LA,ASCENSION PARISH,5,84746,79354,5392,0.9364,0.0636,0.9363745781511812,0.063625422
LA,ASSUMPTION PARISH,7,14370,13166,1204,0.9162,0.0838,0.916214335,0.083785665
LA,AVOYELLES PARISH,9,23517,21436,2081,0.9115,0.0885,0.9115108219585831,0.088489178
LA,BEAUREGARD PARISH,11,22740,21777,963,0.9577,0.0423,0.9576517150395778,0.042348284960422165
LA,BIENVILLE PARISH,13,8809,8399,410,0.9535,0.0465,0.9534566920195254,0.046543308
LA,BOSSIER PARISH,15,74599,68131,6468,0.9133,0.0867,0.913296425,0.086703575
LA,CADDO PARISH,17,150489,131283,19206,0.8724,0.1276,0.8723760540637522,0.12762394593624785
LA,CALCASIEU PARISH,19,124689,113626,11063,0.9113,0.0887,0.9112752528290387,0.088724747
LA,CALDWELL PARISH,21,6008,5670,338,0.9437,0.0563,0.9437416777629827,0.056258322
LA,CAMERON PARISH,23,4404,3918,486,0.8896,0.1104,0.8896457765667575,0.11035422343324251
LA,CATAHOULA PARISH,25,6028,5847,181,0.97,0.03,0.9699734571997346,0.030026542800265427
LA,CLAIBORNE PARISH,27,8487,8167,320,0.9623,0.0377,0.9622952751266644,0.037704725
LA,CONCORDIA PARISH,29,11815,10895,920,0.9221,0.0779,0.9221328819297503,0.077867118
LA,DE SOTO PARISH,31,19376,17994,1382,0.9287,0.0713,0.9286746490503716,0.071325351
LA,EAST BATON ROUGE PARISH,33,284527,263056,21471,0.9245,0.0755,0.9245379173154041,0.075462083
LA,EAST CARROLL PARISH,35,4526,3805,721,0.8407,0.1593,0.8406981882456915,0.15930181175430844
